Num,Derivative,Filename,BaseFileName,ZoomLevel,ColorIteration,Palette,Blur,Tint,Gradient Type,Gradient Slice Type,ZoomX,ZoomY
12,1,http://www.dsa157.com/NFT/Davids-Lyre-4-small-c1-z1.png,http://www.dsa157.com/NFT/Davids-Lyre-4-small.png,1,1,FF6C79C8;FFF26635;FF3F51E7;FF835180;FFFD18DC;FFFCB160;FF44D19E;FFC55ADF;FFA87074;FFE19628;FF63A037;FFA89136;FFA25C0F;FF62C7D0,10.004595,128,0,0,400,300
